,Name,Category,Image,Well_Known_Movie,Bio
3066,Dipali Borthakur,Music Department,"https://m.media-amazon.com/images/M/MV5BNjNhMTQxMWYtY2I3YS00MmI1LTg4ZGQtN2Y2Y2U2NjdjNzg2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Joubone Amoni Kore,
3067,Ramchandra Gopal Torney,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sinbad Khalashi,
3068,Jayant Desai,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Tansen,
3069,Nabarun Bhattacharya,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Baby K,Son of Late Bijon Bhattacharya and Mahasweta Devi
3070,Jan Moffatt,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Postmortem,"Jan Moffatt was born in 1928 in Dalhousie, Himachal Pradesh, India as Janet Helen Grace Moffatt"
3071,Arjun Nair,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,A.I.SHA: My Virtual Girlfriend,
3072,Roy Parras,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ricky Goes to Hollywood,"Roy Parras is an award-winning actor, writer, editor, producer and director"
3073,Raghuramaiah Kalyanam,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sati Sakkubai,"Raghuramaiah Kalyanam was born in 1915 in Guntur, Andhra Pradesh, India"
3074,Dipanshu Dang,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Difference,"Dipanshu Dang born on April 15th, 1989 is from the beautiful city Chandigarh, India"
3075,Neel Dutt,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Hatey Roilo Pistol,Son of Anjan Dutt
3076,Anne Loxley,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Armchair Theatre,"Anne Loxley was born on June 7, 1930 in Ootacamund, India as Anne Evelyn Innes-Baillie"
3077,Vishesh Sharma,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Color of Anger,"Vishesh is a New York based Producer, Director & Editor"
3078,Tanuj Vyas,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Namak,Tanuj vyas is an independent filmmaker
3079,Aamir Ali Sultan,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Glaani,"Aamir Ali Sultan was born in Bhagalpur, Bihar, India"
3080,Darshan Patel,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Zola,"Darshan Patel was born on November 12, 1997 in India"
3081,Shibashish Nandi,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Begletsy,"Born in Delhi, India"
3082,Leela P.,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Mahamantri Timmarasu,
3083,Aravind Ragupathi,Cinematographer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Carrington Event,"Aravind Ragupathi was born in Madras, India"
3084,Srila Prabhupada,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Aliens from Spaceship Earth,His Divine Grace A
3085,B. Jayamma,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,En Veedu,B
3086,K. Srinivasa Chakravarthy,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Anaganaga Oka Roju,Son of composer K
3087,Blanche Stocker,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Winning a Widow,"Blanche Stocker was born on July 20, 1884 in Bombay, India as Blanche Eleanor Stocker"
3088,Premankur Atorthy,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bhikharan,"Premankur Atorthy was born on January 1, 1890 in Faridpur District, Bengal Presidency, British India"
3089,Krishna Chandra Dey,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bhagya Chakra,"Krishna Chandra Dey was born in 1893 in Calcutta, Bengal Presidency, British India"
3090,Harp Farmer,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Manpreet Singh: Parho Punjab,"Harp Farmer is an actor, director, producer, photographer who also started his own music record label, under his own production company 'Harp Farmer Pictures'"
3091,Fali Bilimoria,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The House That Ananda Built,
3092,Aditya Prakash,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bang Bang,"Aditya Prakash was born on July 13, 1995 in Bihar, India"
3093,M.R. Achrekar,Art Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Jis Desh Men Ganga Behti Hai,
3094,Jim Ankan Deka,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,"Nagaland, Journey Through the Choir of Clouds","Jim Ankan Deka is a music composer and arranger, documentary film maker, producer and photographer from Guwahati, Assam (India)"
3095,Rajshekhar 'Parashuram' Basu,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Satyajiter Priyo Golpo,Elder brother of Late Girindrasekhar Bose
3096,Vicky Barmecha,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,My Sister's Birthday,"Vicky Barmecha was born on April 18, 1986 in Ladnun, India"
3097,Amar Singh Chamkila,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Patola,"Amar Singh Chamkila was born on July 1, 1960 in Dugri, Punjab, India"
3098,Florence Gibson,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,A Lady of Quality,Florence Gibson was born in 1874 in India
3099,Ibne Mizan,Director,"https://m.media-amazon.com/images/M/MV5BMmEyZTY5NzQtZWI4ZS00NzE4LWI3YWEtZGQ5MjBjYjdjODFkXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR49,0,140,209_AL_.jpg",Laily Majnu,
3100,Sanjaya Baru,Writer,"https://m.media-amazon.com/images/M/MV5BM2ExNThhMWEtZmYxNy00MjQ4LTk4MDAtZDgyMWE1YmZkOGI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR34,0,140,209_AL_.jpg",The Accidental Prime Minister,
3101,Shreyas Manohar,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,On Air with AIB,Shreyas Manohar is a writer and a stand-up comic based in New York and Mumbai
3102,Punathil Kunjabdulla,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,John Paul Vaathil Thurakkunnu,
3103,K.P. Bhave,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Laat Saheb,K
3104,Nitish Chandra,Editor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Falsafa,Nitish Chandra is a Cinematographer and Editor 
3105,Friend Ramaswamy,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kundukkili,"Friend Ramaswamy was born on April 13, 1913 in India"
3106,Dhirubhai Desai,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Badrinath Yatra,
3107,Bimal Mitra,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sahib Bibi Aur Ghulam,
3108,Jatinder Singh Manhas,Visual Effects,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Amazing Spider-Man,"His Specialization:1) Visual Effects Artist/Generalist 2) On Set Visual Effects Supervisor 3) Digital Intermediate (DI) Colorist 4) Feature Film Editor 5) Feature Film Writer 6) Book WriterHe works in Movies, Short Films, Advertisement Films, Corporate Films, Video Songs, etc"
3109,Diwakar Babu,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Choodalani Vundi,
3110,Chittaranjan Kolhatkar,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Mohityanchi Manjula,"Chittaranjan Kolhatkar was born on January 15, 1923 in Amravati, Bombay Presidency, British India"
3111,Sai Prashanth,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Thegidi,"Sai Prashanth was born on June 7, 1985 in India"
3112,Dinesh Rawal,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bhagat Gora Kumbhar,
3113,Abinash Kumar Pandit,Art Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Veer-Zaara,"Abinash Kumar Pandit is an Art director in Indian film industry known for Movies Hindi Medium (2017), Boygiri (2017 Web series) , Movie Jhootha hi Sahi (2010), CID series (2012-2015,Assistant art director), Movie Overtime (2012), Movie Vishwaroopam (2013, Assistant art director) , Home web series ("
3114,Rohit Aarrya,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ye Saccha Swabhimaan Sahi Sangharsh,Rohit Aarrya has no background of films
3115,Nizam,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dharma,
3116,Sharan Kothari,Editorial Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Family Man,"Sharan Kothari was born on January 12, 1992 in Mumbai, Maharashtra, India"
3117,Anuj Patil,Visual Effects,"https://m.media-amazon.com/images/M/MV5BOGMwZjliYWMtOTYwMS00MWZkLWFhNDAtNmMxYmM2NDIxNDRkXkEyXkFqcGdeQXVyMTA2MDc2OTE@._V1_UY209_CR7,0,140,209_AL_.jpg",San Andreas,Anuj Patil is a second-generation Entrepreneur
3118,Anil Mohile,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Don,"His son Amar Mohile is a Bollywood Music Director and Background Score artist for movies from Devdas, Sarkar to Singham"
3119,Meenati Das,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Suryamukhi,"Meenati Das was born in 1929 in Cuttack, Odisha, British India"
3120,Miss Kumari,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sri Kalahastiswara Mahatyam,"Miss Kumari was born on June 1, 1932 in Kottayam, Kerala, India as Thresiamma Thomas"
3121,John Bayley,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Iris,"John Bayley was born on March 27, 1925 in Lahore, Punjab, British India as John Oliver Bayley"
3122,Ramana Maharshi,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Talks on Sri Ramana Maharshi: Narrated by David Godman,"Ramana Maharshi was born on December 30, 1879 in Tiruchuzhi, Madras Presidency, British India"
3123,Kunal Patel,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Life of Ninja Motherfuckers,"Kunal Patel was born in Dodivada, Gujarat to Sangitaben, a religious activist and Jayantibhai, a farmer"
3124,Narasa Raju D.V.,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Alibaba 40 Dongalu,
3125,Vanya Kewley,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,World in Action,"Vanya Kewley was born on November 8, 1937 in Calcutta, India"
3126,Ahmed Faraz,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Jannat Ki Talash,
3127,Gwendolyn Logan,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,East Is East,"Gwendolyn Logan was born on December 30, 1881 in Bellary, British India as Gwendolen Beatrice Nora Logan"
3128,Sarma P.J.,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Daana Veera Soora Karna,Sarma P
3129,Murali Chand,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Roopantharam,"Murali Chand was born in Thiruvananthapuram(Trivandrum), Kerala, India, to mom Sailaja Sarat and J"
3130,Kamal Dasgupta,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Jawab,"Kamal Dasgupta (1912-1974), a singer, Nazrul song composer and music director, was born on 28 July 1912 in Narail, Jessore of then British India (now Bangladesh)"
3131,Srirama Murthy Addanki,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Harishchandra,"Srirama Murthy Addanki was born on September 21, 1898 in Kalwakurthy, Andhra Pradesh, British India"
3132,Sudhir Moghe,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Vazir,Poet and lyricist
3133,Arun Khopkar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Haathi Ka Anda,"Arun Khopkar was born on November 5, 1945 in Bombay, Bombay Presidency, British India"
3134,Surinder Singh,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Unstable Minds,Family origin Punjab
3135,Tony Fraser,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Four Feathers,Tony Fraser was born in 1892 in India
3136,Malkith Singh,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bend It Like Beckham,Malkiat Meet is a renowned Punjabi Lyricist
3137,Tino Singh,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Hype,"Tino Singh was born on July 4, 1971 in Cambay, India as Tajendra Singh"
3138,Vikrum Shah,Actor,"https://m.media-amazon.com/images/M/MV5BMTUxMzQxMTgwMF5BMl5BanBnXkFtZTcwNTk0NDczMQ@@._V1_UY209_CR7,0,140,209_AL_.jpg",ER,"Vikrum Shah was born on June 23, 1968 in Bombay, Maharashtra, India"
3139,Mukilan Thangamani,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,"Midnight, State Highway 01",
3140,Shiv Dholakia,Visual Effects,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,John Carter,"Has a brother, Sushant Dholakia, who is also into visual effects and worked as an animator on 'The Chronicles of Narnia : The Lion, The Witch, and The Wardrobe'"
3141,Partap Sharma,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Nehru: The Jewel of India,"Partap Sharma was born on December 12, 1939 in Lahore, India"
3142,C. Krishnaveni,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kacha Devayani,C
3143,Kewal Garg,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Andhadhun,
3144,Khayyam Sarhadi,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Makan Aka Home a Heaven,"Khayyam Sarhadi was born in 1948 in Bombay, British India"
3145,Sisir Kumar Bhaduri,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Talkie of Talkies,"Sisir Kumar Bhaduri was born in 1889 in Howrah, Bengal, India"
3146,Rzee,Soundtrack,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Adi Kapyare Kootamani,
3147,Ratilal Hemchand Punatar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Man Ka Meet,
3148,Ustad Vilayat Khan,Soundtrack,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Darjeeling Limited,"Ustad Vilayat Khan was born on August 28, 1928 in Gouripur, India as Vilayat Hussain Khan"
3149,Bhupen Khakhar,Set Decorator,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kali Salwaar,"Bhupen Khakhar was born on March 10, 1934 in Bombay, Bombay Presidency, British India"
3150,Jaspreet Jazim Sharma,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Manmarziyaan,"Jazim's love for music and his formal training in Hindustani Classical music started early from the tender age of 4, under the tutelage of Late Shri Vijay Sachdeva Jiof Kirana Gharana"
3151,Panchu Arunachalam,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Apoorva Sagodharargal,
3152,Narayan Sanyal,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Satyakam,
3153,Vietnam Veetu Sundaram,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Gauravam,"""Vietnam Veetu"" Sundaram was not born with this first and middle name, but he went by it after the successes of his stage play and its movie adaptation, both titled Vietnam Veedu (Vietnam House)"
3154,Bankimchandra Chatterjee,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bishabriksha,
3155,Peter Neil,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Meet Mr. Callaghan,"Peter Neil was born on March 14, 1913 in Srinagar, Jammu and Kashmir, India as Peter Neil Labertouche"
3156,Gurudas Bagchi,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Tusi,
3157,Parvathy Baul,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Teenkahon,"Parvathy Baul was born Mousumi Parial in East Bengal, India on October 25, 1976 to a traditional Bengali Brahmin family, where she was classically trained in singing, dance and music"
3158,Amlan Datta,Cinematographer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Bom,Amlan Datta is an independent producer director cinematographer from India
3159,Nikhil Chandwani,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Stud Sala,Nikhil Chandwani started his journey in the literary world with poems
3160,Aakash Chopra,Actor,"https://m.media-amazon.com/images/M/MV5BYmJiOTQ4MjMtOWZlZS00NTk5LWJiOWUtYmE1MDQyZjM2N2YzXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Dishoom,"Aakash Chopra was born on September 19, 1977 in Agra, Uttar Pradesh, India"
3161,Imran Vasanwala,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,The Hand Over,
3162,P.C. Barua,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Mukti,"Pramathesh Chandra Barua was a famous actor, director, and screenwriter of Indian films in the pre-independence era, born in Gauripur"
3163,Yousuf Kamal,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Zeher-e-Ishq,"Yousuf Kamal was born in 1948 in Bhopal, Madhya Pradesh, India"
3164,Hussain Kuwajerwala,Actor,"https://m.media-amazon.com/images/M/MV5BYTcwMDViMzItNWYwMC00NTljLThlNzMtZWMyZjRjNDk5MzViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR3,0,140,209_AL_.jpg",Kumkum - Ek Pyara Bandhan,"Hussain Kuwajerwala started off his career with ads, moving on to TV shows"
3165,Colin Cowdrey,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Test Match Cricket,"Colin Cowdrey was born on December 24, 1932 in Putumala, Travancore, British India as Michael Colin Cowdrey"
3166,Adrian Byrne,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Playboy of the Western World,"Adrian Byrne was born in 1888 in Jalandhar, India as John Henry Edwards Byrne"
3167,Syed Kirmani,Actor,"https://m.media-amazon.com/images/M/MV5BZGQwZjE2NTMtNjk4Ni00NjAzLTg1NjAtN2NmODMzMWJkYmY0XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR26,0,140,209_AL_.jpg",Kabhi Ajnabi Thé,"Syed Kirmani was born on December 29, 1949 in Madras, India as Syed Mujtaba Hussein Kirmani"
3168,Ahmad Zaman Chowdhury,Writer,"https://m.media-amazon.com/images/M/MV5BMmM3ZWFhMGYtODc1YS00MWYyLWE4MDgtMDg0ZTY3Yzk1ZDI1XkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR5,0,140,209_AL_.jpg",Jadur Bashi,"Ahmad Zaman Chowdhury was born on 28 December, 1947 in Chandpur, East Bengal, British India (now Bangladesh)"
3169,S.K. Ojha,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Naaz,
3170,Dorothy Christie,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Jassy,
3171,Chitra Banerjee Divakaruni,Writer,"https://m.media-amazon.com/images/M/MV5BYmExNTNhZWItMWEzZS00YWE4LWI4MDMtYzMxOGNlN2NkMTBkXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR42,0,140,209_AL_.jpg",The Mistress of Spices,"Chitra Banerjee Divakaruni was born in 1957 in Calcutta, India"
3172,Vanamala,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Parbat Pe Apna Dera,"Vanamala was born on May 23, 1915 in Ujjain, Madhya Pradesh, India"
3173,Madhavapeddi Satyam,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Laila Majnu,"Madhavapeddi Satyam was born in 1922 in Brahmanakoduru, Bapatla, Guntur District, Andhra Pradesh, India"
3174,Annapurna Akkineni,Producer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Kalyani,"Grandmother to actor Naga Chaitanya Akkineni, Sumanth and Sushanth"
3175,P.K. Nair,Self,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Celluloid Man,P
3176,Mazhar Khan,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sinbad Khalashi,"Mazhar Khan was born on February 5, 1905 in Dhar, India"
3177,Mala,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Ishara,"Mala was born on 9 November 1939 in Faisalabad, Pakistan"
3178,Agha Talish,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Shah Behram,"Agha Talish was born in 1927 in Ludhiana, Punjab, British India as Agha Ali Abbas Qazalbash"
3179,R.J. Minney,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Clive of India,The first person to fly across India in a plane that arrived in a packing case
3180,Digvijay Singh,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Maya,
3181,Frank Vernon,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Villa for Sale,
3182,Hakim Ahmed Shuja,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Dopatta,Hakim Ahmed Shuja was a pioneer film screenwriter
3183,Ajay Garg,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Jail,Ajay Garg is a lyricist working in the Indian Film Industry since the year 2009
3184,Raja Chandrasekhar,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Sadaarame,
3185,Govindrao Tembe,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Maya Machhindra,"Govindrao Tembe was born in 1881 in Kolhapur, India"
3186,M.G. Radhakrishnan,Composer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Anandabhadram,
3187,Sangramsingh Thakur,Actor,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Drishtibhram,Sangramsingh Thakur is an Indian film actor who works in films both Hindi and Marathi languages
3188,Raghuram,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Krantikari,Raghuram was born in 1949 in India
3189,Shibli Sadique,Writer,"https://m.media-amazon.com/images/M/MV5BOTEyMzA2NDEtYjAzNC00ZGU3LWJlMTItNzU3ZGZmMTU3MDBmXkEyXkFqcGdeQXVyNDI3NjcxMDA@._V1_UY209_CR12,0,140,209_AL_.jpg",Dolna,"Shibli Sadique was born on January 9, 1941 in Rajshahi, East Bengal, British India"
3190,Samudrala Raghavacharya,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Babruvahana,Father of Samudrala Jr
3191,Shahryar,Music Department,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Umrao Jaan,
3192,Trina Nileena Banerjee,Actress,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Nisshabd,"Trina Nileena Banerjee was born on March 19, 1981 in Calcutta, West Bengal, India"
3193,Manoj Sharma,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Swaha: Life Beyond Superstition,"Manoj Sharma (born 19 October 1973) is an Indian film director, Film writer, screenwriter and Editor in primarily Hindi and Bhojpuri films"
3194,Arun Vasudev Karnatki,Director,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Adhikar,"Arun Vasudev Karnatki was born on October 4, 1933 in Kolhapur, Maharashtra, India"
3195,Manoj S Nair,Writer,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png,Lessons,
